 Family.ID Individual.ID Paternal.ID Maternal.ID Gender Phenotype Population Relationship Siblings Second.Order Third.Order Other.Comments Population_broad
2816 PK20 HG02694 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2817 PK21 HG02696 0 0 1 0 PJL father 0 0 0 0 South-Asian
2818 PK21 HG02697 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2820 PK22 HG02699 0 0 1 0 PJL father 0 0 HG02700 0 South-Asian
2821 PK22 HG02700 0 0 2 0 PJL mother 0 0 HG02699 0 South-Asian
1694 GB45 HG02702 0 0 1 0 GWD father 0 0 0 0 African
1695 GB45 HG02703 0 0 2 0 GWD mother 0 0 0 0 African
1697 GB50 HG02715 0 0 1 0 GWD father 0 0 0 0 African
1698 GB50 HG02716 0 0 2 0 GWD mother 0 0 0 0 African
1700 GB52 HG02721 0 0 1 0 GWD father 0 0 0 0 African
1701 GB52 HG02722 0 0 2 0 GWD mother 0 0 0 0 African
2823 PK23 HG02724 0 0 1 0 PJL father 0 0 0 0 South-Asian
2824 PK23 HG02725 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2826 PK24 HG02727 0 0 1 0 PJL father 0 0 0 0 South-Asian
2827 PK24 HG02728 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2829 PK25 HG02731 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2830 PK26 HG02733 0 0 1 0 PJL father 0 0 0 0 South-Asian
2831 PK26 HG02734 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2833 PK27 HG02736 0 0 1 0 PJL father 0 0 0 0 South-Asian
2834 PK27 HG02737 0 0 2 0 PJL mother 0 0 0 0 South-Asian
1703 GB53 HG02756 0 0 1 0 GWD father 0 0 0 0 African
1704 GB53 HG02757 0 0 2 0 GWD mother 0 0 0 0 African
1706 GB54 HG02759 0 0 1 0 GWD father 0 0 0 0 African
1707 GB54 HG02760 0 0 2 0 GWD mother 0 0 0 "parent of 19129 w fosmid end-pair data" African
1710 GB55 HG02763 0 0 2 0 GWD mother 0 0 0 "father of 19132 w fosmid end-pair data plan" African
1712 GB57 HG02768 0 0 1 0 GWD father 0 0 0 0 African
1713 GB57 HG02769 0 0 2 0 GWD mother 0 0 0 0 African
1715 GB58 HG02771 0 0 1 0 GWD father 0 0 0 0 African
1716 GB58 HG02772 0 0 2 0 GWD mother 0 0 0 0 African
2836 PK28 HG02774 0 0 1 0 PJL father 0 0 0 0 South-Asian
2837 PK28 HG02775 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2839 PK29 HG02778 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2841 PK30 HG02780 0 0 1 0 PJL father 0 0 0 0 South-Asian
2843 PK31 HG02783 0 0 1 0 PJL father 0 0 0 0 South-Asian
2844 PK31 HG02784 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2846 PK32 HG02786 0 0 1 0 PJL father 0 0 0 0 South-Asian
2847 PK32 HG02787 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2849 PK33 HG02789 0 0 1 0 PJL father 0 0 0 0 South-Asian
2850 PK33 HG02790 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2852 PK34 HG02792 0 0 1 0 PJL father 0 0 0 0 South-Asian
2853 PK34 HG02793 0 0 2 0 PJL mother 0 0 0 0 South-Asian
1718 GB60 HG02798 0 0 1 0 GWD father 0 0 0 0 African
1719 GB60 HG02799 0 0 2 0 GWD mother 0 0 0 0 African
1721 GB62 HG02804 0 0 1 0 GWD father 0 0 0 0 African
1722 GB62 HG02805 0 0 2 0 GWD mother 0 0 0 0 African
1724 GB63 HG02807 0 0 1 0 GWD father 0 0 0 0 African
1725 GB63 HG02808 0 0 2 0 GWD mother 0 0 0 0 African
1727 GB64 HG02810 0 0 1 0 GWD father 0 0 0 0 African
1728 GB64 HG02811 0 0 2 0 GWD mother 0 0 0 0 African
1730 GB65 HG02813 0 0 1 0 GWD father 0 0 0 0 African
1731 GB65 HG02814 0 0 2 0 GWD mother 0 0 0 0 African
1733 GB66 HG02816 0 0 1 0 GWD father 0 0 0 0 African
1734 GB66 HG02817 0 0 2 0 GWD mother 0 0 0 0 African
1736 GB67 HG02819 0 0 1 0 GWD father 0 0 0 0 African
1737 GB67 HG02820 0 0 2 0 GWD mother 0 0 0 0 African
1739 GB73 HG02836 0 0 1 0 GWD father 0 0 0 0 African
1740 GB73 HG02837 0 0 2 0 GWD mother 0 0 0 0 African
1742 GB74 HG02839 0 0 1 0 GWD father 0 0 0 0 African
1743 GB74 HG02840 0 0 2 0 GWD mother 0 0 0 0 African
1745 GB78 HG02851 0 0 1 0 GWD father 0 0 0 0 African
1746 GB78 HG02852 0 0 2 0 GWD mother 0 0 0 0 African
1748 GB79 HG02854 0 0 1 0 GWD father 0 0 0 0 African
1749 GB79 HG02855 0 0 2 0 GWD mother 0 0 0 0 African
1751 GB81 HG02860 0 0 1 0 GWD father 0 0 0 0 African
1752 GB81 HG02861 0 0 2 0 GWD mother 0 0 0 0 African
1755 GB84 HG02870 0 0 2 0 GWD mother 0 0 0 0 African
1757 GB87 HG02878 0 0 1 0 GWD father 0 0 0 0 African
1758 GB87 HG02879 0 0 2 0 GWD mother 0 0 0 0 African
1760 GB88 HG02881 0 0 1 0 GWD father 0 0 0 0 African
1761 GB88 HG02882 0 0 2 0 GWD mother 0 0 0 0 African
1763 GB89 HG02884 0 0 1 0 GWD father 0 0 0 0 African
1764 GB89 HG02885 0 0 2 0 GWD mother 0 0 0 0 African
1766 GB90 HG02887 0 0 1 0 GWD father 0 0 0 0 African
1767 GB90 HG02888 0 0 2 0 GWD mother 0 0 0 0 African
1769 GB91 HG02890 0 0 1 0 GWD father 0 0 0 0 African
1770 GB91 HG02891 0 0 2 0 GWD mother 0 0 0 0 African
1772 GB93 HG02895 0 0 1 0 GWD father 0 0 0 0 African
1773 GB93 HG02896 0 0 2 0 GWD mother 0 0 0 0 African
1101 NG06 HG02922 0 0 2 0 ESN mother 0 0 0 0 African
1102 NG06 HG02923 0 0 1 0 ESN father 0 0 0 0 African
1119 NG11 HG02938 0 0 1 0 ESN father 0 0 0 0 African
1121 NG12 HG02941 0 0 1 0 ESN father 0 0 0 0 African
1123 NG13 HG02943 0 0 2 0 ESN mother 0 0 0 0 African
1124 NG13 HG02944 0 0 1 0 ESN father 0 0 0 0 African
1126 NG14 HG02946 0 0 2 0 ESN mother 0 0 0 0 African
1127 NG14 HG02947 0 0 1 0 ESN father 0 0 0 0 African
1129 NG16 HG02952 0 0 2 0 ESN mother 0 0 0 0 African
1130 NG16 HG02953 0 0 1 0 ESN father 0 0 0 0 African
1135 NG21 HG02968 0 0 1 0 ESN father 0 0 0 0 African
1137 NG22 HG02970 0 0 2 0 ESN mother 0 0 0 0 African
1138 NG22 HG02971 0 0 1 0 ESN father 0 0 0 0 African
1140 NG23 HG02973 0 0 1 0 ESN father 0 0 0 0 African
1141 NG23 HG02974 0 0 2 0 ESN mother 0 0 0 0 African
1143 NG24 HG02976 0 0 2 0 ESN mother 0 0 0 0 African
1144 NG24 HG02977 0 0 1 0 ESN father 0 0 0 0 African
1146 NG25 HG02979 0 0 2 0 ESN mother 0 0 0 0 African
1148 NG25 HG02981 0 0 1 0 ESN father 0 0 0 0 African
1775 GB97 HG02982 0 0 1 0 GWD father 0 0 0 0 African
1776 GB97 HG02983 0 0 2 0 GWD mother 0 0 0 0 African
236 BD01 HG03006 0 0 1 0 BEB father 0 0 0 0 South-Asian
237 BD01 HG03007 0 0 2 0 BEB mother 0 0 0 0 South-Asian
376 HG03009 HG03009 0 0 1 0 BEB unrel 0 0 0 0 South-Asian
289 BD3 HG03012 0 0 1 0 BEB father 0 0 0 0 South-Asian
2855 PK35 HG03015 0 0 1 0 PJL father 0 0 0 0 South-Asian
2856 PK35 HG03016 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2858 PK36 HG03018 0 0 1 0 PJL father 0 0 0 0 South-Asian
2859 PK36 HG03019 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2860 PK37 HG03021 0 0 1 0 PJL father 0 0 0 0 South-Asian
2768 HG03022 HG03022 0 0 2 0 PJL unrel 0 0 0 0 South-Asian
1598 GB105 HG03024 0 0 1 0 GWD father 0 0 0 0 African
1599 GB105 HG03025 0 0 2 0 GWD mother 0 0 0 0 African
1601 GB106 HG03027 0 0 1 0 GWD father 0 0 0 0 African
1602 GB106 HG03028 0 0 2 0 GWD mother 0 0 0 0 African
1607 GB110 HG03039 0 0 1 0 GWD father 0 0 0 0 African
1608 GB110 HG03040 0 0 2 0 GWD mother 0 0 0 0 African
1610 GB112 HG03045 0 0 1 0 GWD father 0 0 0 0 African
1611 GB112 HG03046 0 0 2 0 GWD mother 0 0 0 0 African
1613 GB113 HG03048 0 0 1 0 GWD father 0 0 0 0 African
1614 GB113 HG03049 0 0 2 0 GWD mother 0 0 0 0 African
2438 SL01 HG03052 0 0 2 0 MSL mother 0 0 0 0 African
2440 SL02 HG03054 0 0 1 0 MSL father 0 0 0 0 African
2441 SL02 HG03055 0 0 2 0 MSL mother 0 0 0 0 African
2403 HG03057 HG03057 0 0 1 0 MSL unrel 0 0 0 0 African
2443 SL03 HG03058 0 0 2 0 MSL mother 0 0 0 0 African
2404 HG03060 HG03060 0 0 1 0 MSL unrel 0 0 0 0 African
2445 SL04 HG03061 0 0 2 0 MSL mother 0 0 0 0 African
2447 SL05 HG03063 0 0 1 0 MSL father 0 0 0 0 African
2448 SL05 HG03064 0 0 2 0 MSL mother 0 0 0 0 African
2450 SL06 HG03066 0 0 1 0 MSL father 0 0 0 0 African
2451 SL07 HG03069 0 0 1 0 MSL father 0 0 0 0 African
2452 SL08 HG03072 0 0 1 0 MSL father 0 0 0 0 African
2453 SL08 HG03073 0 0 2 0 MSL mother 0 0 HG03097 0 African
2405 HG03074 HG03074 0 0 1 0 MSL unrel 0 0 0 0 African
2406 HG03077 HG03077 0 0 1 0 MSL unrel 0 0 0 0 African
2407 HG03078 HG03078 0 0 1 0 MSL unrel 0 0 0 0 African
2455 SL10 HG03079 0 0 2 0 MSL mother 0 0 0 0 African
2457 SL11 HG03081 0 0 1 0 MSL father 0 0 0 0 African
2458 SL11 HG03082 0 0 2 0 MSL mother 0 0 0 0 African
2408 HG03084 HG03084 0 0 1 0 MSL unrels 0 0 0 0 African
2409 HG03085 HG03085 0 0 2 0 MSL unrels 0 0 0 0 African
2410 HG03086 HG03086 0 0 2 0 MSL unrel 0 0 0 0 African
2459 SL13 HG03088 0 0 2 0 MSL mother 0 0 0 0 African
2460 SL14 HG03091 0 0 2 0 MSL mother 0 0 0 0 African
2461 SL15 HG03095 0 0 2 0 MSL child 0 0 0 0 African
2462 SL16 HG03096 0 0 1 0 MSL father 0 0 0 0 African
2463 SL16 HG03097 0 0 2 0 MSL mother 0 0 HG03073 0 African
1149 NG26 HG03099 0 0 2 0 ESN mother 0 0 0 0 African
1150 NG26 HG03100 0 0 1 0 ESN father 0 0 0 0 African
1152 NG27 HG03103 0 0 1 0 ESN father 0 0 0 0 African
1154 NG28 HG03105 0 0 2 0 ESN mother 0 0 0 0 African
1156 NG29 HG03108 0 0 2 0 ESN mother 0 0 0 0 African
1157 NG29 HG03109 0 0 1 0 ESN father 0 0 0 0 African
1159 NG30 HG03111 0 0 2 0 ESN mother 0 0 0 0 African
1160 NG30 HG03112 0 0 1 0 ESN father 0 0 0 0 African
1162 NG31 HG03114 0 0 2 0 ESN mother 0 0 0 0 African
1163 NG31 HG03115 0 0 1 0 ESN father 0 0 0 0 African
1165 NG32 HG03117 0 0 2 0 ESN mother 0 0 0 0 African
1166 NG32 HG03118 0 0 1 0 ESN father 0 0 0 0 African
1168 NG33 HG03120 0 0 1 0 ESN father 0 0 0 0 African
1169 NG33 HG03121 0 0 2 0 ESN mother 0 0 0 0 African
1171 NG34 HG03123 0 0 2 0 ESN mother 0 0 0 0 African
1172 NG34 HG03124 0 0 1 0 ESN father 0 0 0 0 African
1174 NG35 HG03126 0 0 2 0 ESN mother 0 0 0 0 African
1175 NG35 HG03127 0 0 1 0 ESN father 0 0 0 0 African
1177 NG36 HG03129 0 0 2 0 ESN mother 0 0 0 0 African
1178 NG36 HG03130 0 0 1 0 ESN father 0 0 0 0 African
1180 NG37 HG03132 0 0 2 0 ESN mother 0 0 0 0 African
1181 NG37 HG03133 0 0 1 0 ESN father 0 0 0 0 African
1183 NG38 HG03135 0 0 2 0 ESN mother 0 0 0 0 African
1184 NG38 HG03136 0 0 1 0 ESN father 0 0 0 0 African
1186 NG39 HG03139 0 0 1 0 ESN father 0 0 0 0 African
1188 NG45 HG03157 0 0 1 0 ESN father 0 0 0 0 African
1190 NG46 HG03159 0 0 2 0 ESN mother 0 0 0 0 African
1191 NG46 HG03160 0 0 1 0 ESN father 0 0 0 0 African
1193 NG47 HG03162 0 0 2 0 ESN mother 0 0 0 0 African
1194 NG47 HG03163 0 0 1 0 ESN father 0 0 0 0 African
1196 NG48 HG03166 0 0 1 0 ESN father 0 0 0 0 African
1198 NG49 HG03168 0 0 2 0 ESN mother 0 0 0 0 African
1199 NG49 HG03169 0 0 1 0 ESN father 0 0 0 0 African
1201 NG50 HG03172 0 0 1 0 ESN father 0 0 0 0 African
1203 NG51 HG03175 0 0 1 0 ESN father 0 0 0 0 African
1205 NG56 HG03189 0 0 2 0 ESN mother 0 0 0 0 African
1206 NG56 HG03190 0 0 1 0 ESN father 0 0 0 0 African
1208 NG57 HG03193 0 0 1 0 ESN father 0 0 0 0 African
1210 NG58 HG03195 0 0 2 0 ESN mother 0 0 0 0 African
1211 NG58 HG03196 0 0 1 0 ESN father 0 0 0 0 African
1213 NG59 HG03198 0 0 2 0 ESN mother 0 0 0 0 African
1214 NG59 HG03199 0 0 1 0 ESN father 0 0 0 0 African
1216 NG60 HG03202 0 0 1 0 ESN father 0 0 0 0 African
2465 SL17 HG03209 0 0 1 0 MSL child 0 0 0 0 African
2466 SL18 HG03212 0 0 2 0 MSL child 0 0 0 0 African
2467 SL22 HG03224 0 0 1 0 MSL child 0 0 0 0 African
2468 SL23 HG03225 0 0 1 0 MSL father 0 0 0 0 African
2862 PK38 HG03228 0 0 1 0 PJL father 0 0 HG03229 0 South-Asian
2863 PK38 HG03229 0 0 2 0 PJL mother 0 0 HG03228 0 South-Asian
2865 PK40 HG03234 0 0 1 0 PJL father 0 0 0 0 South-Asian
2866 PK40 HG03235 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2868 PK41 HG03237 0 0 1 0 PJL father 0 0 0 0 South-Asian
2869 PK41 HG03238 0 0 2 0 PJL mother 0 0 0 0 South-Asian
1616 GB114 HG03240 0 0 1 0 GWD father 0 0 0 0 African
1617 GB114 HG03241 0 0 2 0 GWD mother 0 0 0 0 African
1619 GB116 HG03246 0 0 1 0 GWD father 0 0 0 0 African
1620 GB116 HG03247 0 0 2 0 GWD mother 0 0 0 0 African
1625 GB120 HG03258 0 0 1 0 GWD father 0 0 0 0 African
1626 GB120 HG03259 0 0 2 0 GWD mother 0 0 0 0 African
1218 NG63 HG03265 0 0 1 0 ESN father 0 0 0 0 African
1220 NG64 HG03267 0 0 2 0 ESN mother 0 0 0 0 African
1221 NG64 HG03268 0 0 1 0 ESN father 0 0 HG03271 0 African
1223 NG65 HG03270 0 0 2 0 ESN mother 0 0 0 0 African
1224 NG65 HG03271 0 0 1 0 ESN father 0 0 HG03268 0 African
1226 NG68 HG03279 0 0 2 0 ESN mother 0 0 0 0 African
1227 NG68 HG03280 0 0 1 0 ESN father 0 0 0 0 African
1228 NG72 HG03291 0 0 2 0 ESN mother 0 0 0 0 African
1230 NG73 HG03294 0 0 2 0 ESN mother 0 0 0 0 African
1231 NG73 HG03295 0 0 1 0 ESN father 0 0 0 0 African
1233 NG74 HG03297 0 0 2 0 ESN mother 0 0 0 0 African
1234 NG74 HG03298 0 0 1 0 ESN father 0 0 0 0 African
1236 NG75 HG03300 0 0 2 0 ESN mother 0 0 0 0 African
1237 NG75 HG03301 0 0 1 0 ESN father 0 0 HG03372 0 African
1239 NG76 HG03303 0 0 2 0 ESN mother 0 0 0 0 African
1240 NG76 HG03304 0 0 1 0 ESN father 0 0 0 0 African
1247 NG78 HG03311 0 0 1 0 ESN father 0 0 0 0 African
1249 NG79 HG03313 0 0 1 0 ESN father 0 0 0 0 African
1253 NG89 HG03342 0 0 2 0 ESN mother 0 0 0 0 African
1254 NG89 HG03343 0 0 1 0 ESN father 0 0 HG03352 0 African
1257 NG92 HG03351 0 0 2 0 ESN mother 0 0 0 0 African
1258 NG92 HG03352 0 0 1 0 ESN father 0 0 HG03366,HG03343 0 African
1259 NG93 HG03354 0 0 2 0 ESN mother 0 0 0 0 African
1262 NG96 HG03363 0 0 2 0 ESN mother 0 0 0 0 African
1264 NG97 HG03366 0 0 2 0 ESN mother 0 0 HG03352 0 African
1265 NG97 HG03367 0 0 1 0 ESN father 0 0 0 0 African
1267 NG98 HG03369 0 0 2 0 ESN mother 0 0 0 0 African
1268 NG98 HG03370 0 0 1 0 ESN father 0 0 0 0 African
1270 NG99 HG03372 0 0 2 0 ESN mother 0 0 HG03301 0 African
2469 SL24 HG03376 0 0 1 0 MSL father 0 HG03402 0 0 African
2411 HG03378 HG03378 0 0 2 0 MSL unrel 0 0 0 0 African
2470 SL25 HG03380 0 0 2 0 MSL mother 0 0 HG03383 0 African
2471 SL26 HG03382 0 0 1 0 MSL father 0 0 0 0 African
2474 SL27 HG03385 0 0 1 0 MSL father 0 0 0 0 African
2475 SL28 HG03388 0 0 1 0 MSL father 0 0 0 0 African
2477 SL29 HG03391 0 0 1 0 MSL father 0 0 0 0 African
2479 SL30 HG03394 0 0 1 0 MSL father 0 0 0 0 African
2414 HG03397 HG03397 0 0 1 0 MSL unrels 0 0 0 0 African
2480 SL32 HG03401 0 0 2 0 MSL mother 0 0 0 0 African
2483 SL35 HG03410 0 0 2 0 MSL mother 0 0 0 0 African
2485 SL38 HG03419 0 0 2 0 MSL mother 0 0 0 0 African
2486 SL42 HG03428 0 0 2 0 MSL mother 0 0 HG03457 0 African
2417 HG03432 HG03432 0 0 1 0 MSL unrel 0 0 0 0 African
2418 HG03433 HG03433 0 0 1 0 MSL unrel 0 0 0 0 African
2419 HG03436 HG03436 0 0 1 0 MSL unrels 0 0 0 0 African
2420 HG03437 HG03437 0 0 2 0 MSL unrels 0 0 0 0 African
2487 SL46 HG03439 0 0 1 0 MSL father 0 0 0 0 African
2421 HG03442 HG03442 0 0 1 0 MSL unrel 0 0 0 0 African
2422 HG03445 HG03445 0 0 1 0 MSL unrels 0 0 0 0 African
2423 HG03446 HG03446 0 0 2 0 MSL unrels 0 0 0 0 African
2488 SL49 HG03449 0 0 2 0 MSL mother 0 0 0 0 African
2490 SL50 HG03451 HG03466 0 1 0 MSL father HG03468 0 0 0 African
2491 SL50 HG03452 0 0 2 0 MSL mother 0 0 0 0 African
2496 SL51 HG03455 0 0 2 0 MSL mother 0 0 HG03457 0 African
2424 HG03457 HG03457 0 0 1 0 MSL unrel 0 0 0 0 African
2498 SL52 HG03458 0 0 2 0 MSL mother 0 0 0 0 African
2425 HG03460 HG03460 0 0 1 0 MSL unrels 0 0 0 0 African
2426 HG03461 HG03461 0 0 2 0 MSL unrels 0 0 0 0 African
2500 SL54 HG03464 0 0 2 0 MSL mother 0 0 HG03484 0 African
2504 SL56i HG03469 0 0 1 0 MSL father 0 0 0 0 African
2503 SL56 HG03470 0 0 2 0 MSL mother 0 0 HG03480,HG03484 0 African
2428 HG03472 HG03472 0 0 1 0 MSL unrel 0 0 0 0 African
2506 SL57 HG03473 0 0 2 0 MSL mother 0 0 0 0 African
2508 SL58 HG03476 0 0 2 0 MSL mother 0 0 0 0 African
2510 SL59 HG03478 0 0 1 0 MSL father 0 0 0 0 African
2511 SL59 HG03479 0 0 2 0 MSL mother 0 0 0 0 African
2513 SL61 HG03484 0 0 1 0 MSL father 0 0 HG03478,HG03469,HG03480 0 African
2514 SL61 HG03485 0 0 2 0 MSL mother 0 0 0 0 African
2872 PK42 HG03488 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2874 PK43 HG03490 0 0 1 0 PJL father 0 0 0 0 South-Asian
2875 PK43 HG03491 0 0 2 0 PJL mother 0 0 0 0 South-Asian
1105 NG102 HG03499 0 0 2 0 ESN unrel 0 0 0 0 African
1108 NG106 HG03511 0 0 2 0 ESN mother 0 0 0 0 African
1110 NG107 HG03514 0 0 2 0 ESN mother 0 0 0 0 African
1111 NG107 HG03515 0 0 1 0 ESN father 0 0 0 0 African
1113 NG108 HG03517 0 0 2 0 ESN mother 0 0 0 0 African
1114 NG108 HG03518 0 0 1 0 ESN father 0 0 0 0 African
1116 NG109 HG03520 0 0 2 0 ESN mother 0 0 0 0 African
1117 NG109 HG03521 0 0 1 0 ESN father 0 0 0 0 African
1628 GB125 HG03538 0 0 1 0 GWD father 0 0 0 0 African
1629 GB125 HG03539 0 0 2 0 GWD mother 0 0 0 0 African
2429 HG03547 HG03547 0 0 1 0 MSL unrels 0 0 HG03566 0 African
2430 HG03548 HG03548 0 0 2 0 MSL unrels 0 0 0 0 African
2432 HG03556 HG03556 0 0 1 0 MSL unrels 0 0 HG03574 0 African
2433 HG03557 HG03557 0 0 2 0 MSL unrels 0 0 0 0 African
2434 HG03558 HG03558 0 0 2 0 MSL unrel 0 0 0 0 African
2516 SL66 HG03559 0 0 1 0 MSL father 0 0 0 0 African
2517 SL67 HG03563 0 0 2 0 MSL mother 0 0 0 0 African
2435 HG03565 HG03565 0 0 1 0 MSL unrel 0 0 0 0 African
2437 HG03567 HG03567 0 0 2 0 MSL unrel 0 0 0 0 African
2520 SL70 HG03571 0 0 1 0 MSL father 0 0 0 0 African
2521 SL70 HG03572 0 0 2 0 MSL mother 0 0 0 0 African
2523 SL71 HG03575 0 0 2 0 MSL mother 0 0 0 0 African
2525 SL72 HG03577 0 0 1 0 MSL father 0 0 0 0 African
2526 SL72 HG03578 0 0 2 0 MSL mother 0 0 0 0 African
2529 SL73 HG03583 0 0 2 0 MSL mother 0 0 0 0 African
313 BD4 HG03585 0 0 1 0 BEB father 0 0 0 0 South-Asian
239 BD05 HG03589 0 0 2 0 BEB mother 0 0 0 0 South-Asian
355 BD6 HG03593 0 0 1 0 BEB child 0 0 0 0 South-Asian
371 BD7 HG03594 0 0 1 0 BEB father 0 0 0 0 South-Asian
372 BD7 HG03595 0 0 2 0 BEB mother 0 0 0 0 South-Asian
374 BD8 HG03598 0 0 2 0 BEB mother 0 0 0 0 South-Asian
241 BD09 HG03600 0 0 1 0 BEB father 0 0 0 0 South-Asian
243 BD10 HG03603 0 0 1 0 BEB father 0 0 0 0 South-Asian
244 BD10 HG03604 0 0 2 0 BEB mother 0 0 0 0 South-Asian
247 BD11 HG03607 0 0 2 0 BEB mother 0 0 0 0 South-Asian
248 BD12 HG03611 0 0 2 0 BEB child 0 0 0 0 South-Asian
249 BD14 HG03615 0 0 1 0 BEB father 0 0 0 0 South-Asian
250 BD14 HG03616 0 0 2 0 BEB mother 0 0 0 0 South-Asian
2878 PK44 HG03619 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2881 PK46 HG03624 0 0 1 0 PJL father 0 0 0 0 South-Asian
2882 PK46 HG03625 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2884 PK47 HG03629 0 0 1 0 PJL child 0 0 0 0 South-Asian
2885 PK48 HG03631 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2887 PK49 HG03634 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2889 PK50 HG03636 0 0 1 0 PJL father 0 0 0 0 South-Asian
2892 PK51 HG03640 0 0 2 0 PJL mother 0 0 0 0 South-Asian
3080 ST006 HG03642 0 0 2 0 STU mother 0 0 0 0 South-Asian
3078 ST004 HG03643 0 0 2 0 STU mother 0 0 0 0 South-Asian
3079 ST004 HG03644 0 0 1 0 STU father 0 0 0 0 South-Asian
3077 ST002 HG03645 0 0 2 0 STU mother 0 0 0 0 South-Asian
3076 ST001 HG03646 0 0 1 0 STU father 0 0 0 0 South-Asian
2894 PK52 HG03649 0 0 1 0 PJL father 0 0 0 0 South-Asian
2897 PK53 HG03652 0 0 1 0 PJL father 0 0 0 0 South-Asian
2898 PK53 HG03653 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2902 PK55 HG03660 0 0 1 0 PJL child 0 0 0 0 South-Asian
2903 PK56 HG03663 0 0 1 0 PJL child 0 0 0 0 South-Asian
2904 PK58 HG03667 0 0 1 0 PJL father 0 0 0 0 South-Asian
2905 PK58 HG03668 0 0 2 0 PJL mother 0 0 0 0 South-Asian
3085 ST008 HG03672 0 0 1 0 STU "husband of Child" 0 0 0 0 South-Asian
3087 ST010 HG03673 0 0 2 0 STU mother 0 0 0 0 South-Asian
3081 ST006 HG03679 0 0 1 0 STU father 0 0 0 0 South-Asian
3086 ST009 HG03680 0 0 1 0 STU father 0 0 0 0 South-Asian
3090 ST011 HG03681 0 0 1 0 STU father 0 0 0 0 South-Asian
3093 ST012 HG03684 0 0 2 0 STU mother 0 0 0 0 South-Asian
3094 ST013 HG03685 0 0 1 0 STU father 0 0 0 0 South-Asian
3096 ST014 HG03686 0 0 1 0 STU father 0 0 0 0 South-Asian
3097 ST015 HG03687 0 0 1 0 STU father 0 0 0 0 South-Asian
3101 ST017 HG03689 0 0 2 0 STU mother 0 0 0 0 South-Asian
3102 ST018 HG03690 0 0 2 0 STU mother 0 0 0 0 South-Asian
3103 ST019 HG03691 0 0 1 0 STU father 0 0 0 0 South-Asian
3104 ST020 HG03692 0 0 2 0 STU mother 0 0 0 0 South-Asian
3105 ST021 HG03693 0 0 1 0 STU father 0 0 0 0 South-Asian
3107 ST022 HG03694 0 0 1 0 STU father 0 0 0 0 South-Asian
3108 ST023 HG03695 0 0 1 0 STU father 0 0 0 0 South-Asian
3109 ST024 HG03696 0 0 1 0 STU father 0 0 0 0 South-Asian
3112 ST025 HG03697 0 0 1 0 STU father 0 0 0 0 South-Asian
3113 ST026 HG03698 0 0 2 0 STU mother 0 0 0 0 South-Asian
2910 PK60 HG03702 0 0 1 0 PJL father 0 0 0 0 South-Asian
2911 PK60 HG03703 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2913 PK61 HG03705 0 0 1 0 PJL father 0 0 HG02687 0 South-Asian
2914 PK61 HG03706 0 0 2 0 PJL mother 0 0 0 0 South-Asian
2916 PK62 HG03708 0 0 1 0 PJL father 0 0 0 0 South-Asian
2917 PK62 HG03709 0 0 2 0 PJL mother 0 0 0 0 South-Asian
3114 ST027 HG03711 0 0 1 0 STU father 0 0 0 0 South-Asian
1943 IT001 HG03713 0 0 1 0 ITU father 0 0 0 0 South-Asian
1957 IT009 HG03714 0 0 2 0 ITU mother 0 0 0 0 South-Asian
1958 IT009 HG03716 0 0 1 0 ITU father 0 0 0 0 South-Asian
1959 IT010 HG03717 0 0 2 0 ITU mother 0 0 0 0 South-Asian
1960 IT010 HG03718 0 0 1 0 ITU father 0 0 0 0 South-Asian
2006 IT052 HG03720 0 0 1 0 ITU father 0 0 0 0 South-Asian
1946 IT002 HG03722 0 0 2 0 ITU mother 0 0 0 0 South-Asian
1949 IT003 HG03727 0 0 1 0 ITU father 0 0 0 0 South-Asian
1963 IT013 HG03729 0 0 1 0 ITU father 0 0 0 0 South-Asian
1961 IT011 HG03730 0 0 2 0 ITU mother 0 0 0 0 South-Asian
1964 IT013 HG03731 0 0 2 0 ITU mother 0 0 0 0 South-Asian
3118 ST041 HG03733 0 0 2 0 STU child 0 0 0 0 South-Asian
3119 ST043 HG03736 0 0 2 0 STU mother 0 0 0 0 South-Asian
3120 ST044 HG03738 0 0 1 0 STU father 0 0 0 0 South-Asian
